timestamp,value,is_anomaly,trend,seasonal,residual,detected
2014-07-01 00:00:00,10844,0,16201.666196934008,-5040.953064806811,-316.71313212719724,0
2014-07-01 00:30:00,8127,0,16189.919016489921,-8187.632348880327,124.71333239040723,0
2014-07-01 01:00:00,6210,0,16178.228009368635,-10297.980408107182,329.7523987385466,0
2014-07-01 01:30:00,4656,0,16166.594352399281,-11940.478908749294,429.88455635001264,0
2014-07-01 02:00:00,3820,0,16155.018244655299,-12806.861212658445,471.84296800314587,0
2014-07-01 02:30:00,2873,0,16143.498598932469,-13758.532503773447,488.0339048409787,0
2014-07-01 03:00:00,2369,0,16132.032907654442,-14204.007816534306,440.9749088798653,0
2014-07-01 03:30:00,2064,0,16120.61720301544,-14507.978269385441,451.36106637000375,0
2014-07-01 04:00:00,2221,0,16109.246103952884,-14244.231950321579,355.98584636869236,0
2014-07-01 04:30:00,2158,0,16097.912838690667,-14131.999487000776,192.086648310109,0
2014-07-01 05:00:00,2515,0,16086.60944329676,-13721.597564959902,149.988121663142,0
2014-07-01 05:30:00,4364,0,16075.32707920437,-11642.880022449597,-68.44705675477235,0
2014-07-01 06:00:00,6526,0,16064.056257324904,-9112.11123408301,-425.9450232418949,0
2014-07-01 06:30:00,11039,0,16052.78737405677,-4206.10826444756,-807.6791096092093,0
2014-07-01 07:00:00,13857,0,16041.511508636799,-1132.776277875791,-1051.7352307610072,0
2014-07-01 07:30:00,15865,0,16030.221089670024,4124.123603358636,-4289.344693028659,0
2014-07-01 08:00:00,17920,0,16018.909901742014,7361.832628136024,-5460.742529878038,0
2014-07-01 08:30:00,20346,0,16007.571910074357,4642.1810262775725,-303.75293635192975,0
2014-07-01 09:00:00,19539,0,15996.201073582766,4058.588343968633,-515.7894175513993,0
2014-07-01 09:30:00,20107,0,15984.7919180335,4335.593376639423,-213.3852946729221,0
2014-07-01 10:00:00,18984,0,15973.339900322038,2993.6874776353943,16.97262204256731,0
2014-07-01 10:30:00,17720,0,15961.841034788156,2260.1597163541223,-502.0007511422791,0
2014-07-01 11:00:00,17249,0,15950.291655868252,1587.1077256421704,-288.39938151042224,0
2014-07-01 11:30:00,18463,0,15938.689093902221,2822.9618085190873,-298.6509024213083,0
2014-07-01 12:00:00,18908,0,15927.03168843325,3462.239794671531,-481.2714831047815,0
2014-07-01 12:30:00,18886,0,15915.318916190272,3648.810084180448,-678.12900037072,0
2014-07-01 13:00:00,18178,0,15903.551886355224,2939.7023996858466,-665.2542860410704,0
2014-07-01 13:30:00,19459,0,15891.733902505845,3930.1160982296797,-362.8500007355233,0
2014-07-01 14:00:00,19546,0,15879.87076259405,3662.444476771097,3.6847606348528643,0
2014-07-01 14:30:00,20591,0,15867.970592521007,4324.14209635904,398.88731111995367,0
2014-07-01 15:00:00,19380,0,15856.04331340906,3276.5269433090616,247.42974328187847,0
2014-07-01 15:30:00,18544,0,15844.100132705811,1925.1941859565725,774.7056813376148,0
2014-07-01 16:00:00,16228,0,15832.153670924215,-415.82481797318616,811.6711470489699,0
2014-07-01 16:30:00,15013,0,15820.21745365998,-1591.5413612382024,784.323907578224,0
2014-07-01 17:00:00,17203,0,15808.305841601528,1571.016633710723,-176.3224753122504,0
2014-07-01 17:30:00,19525,0,15796.434758172649,3934.968082810296,-206.40284098294433,0
2014-07-01 18:00:00,22966,0,15784.624286432983,7727.071228909356,-545.6955153423405,0
2014-07-01 18:30:00,27598,0,15772.900941726117,11431.61013003912,393.4889282347631,0
2014-07-01 19:00:00,26827,0,15761.300294240205,10934.075687202503,131.6240185572915,0
2014-07-01 19:30:00,24904,0,15749.868259649531,8969.555896215632,184.5758441348371,0
2014-07-01 20:00:00,22875,0,15738.665261431064,7456.771625469727,-320.43688690079034,0
2014-07-01 20:30:00,20394,0,15727.772244080737,4185.245772689284,480.98198322997814,0
2014-07-01 21:00:00,23401,0,15717.298555035997,7213.335661247175,470.3657837168266,0
2014-07-01 21:30:00,24439,0,15707.385802909695,8451.772632538747,279.8415645515579,0
2014-07-01 22:00:00,23318,0,15698.20635359582,7801.886984279242,-182.09333787506148,0
2014-07-01 22:30:00,21733,0,15689.945326290868,5154.004889139278,889.0497845698519,0
2014-07-01 23:00:00,20104,0,15682.747785110538,3950.239169417266,471.0130454721966,0
2014-07-01 23:30:00,16111,0,15673.53910555995,499.2381841953408,-61.77728975529135,0
2014-07-02 00:00:00,13370,0,15664.135846753845,-3118.9479094805965,824.8120627267526,0
2014-07-02 00:30:00,9945,0,15654.429733192597,-5720.362036945959,10.932303753361339,0
2014-07-02 01:00:00,7571,0,15644.30357224902,-7784.416127938284,-288.8874443107361,0
2014-07-02 01:30:00,5917,0,15633.645338041932,-9287.317793271766,-429.32754477016533,0
2014-07-02 02:00:00,4820,0,15622.344229268545,-10311.344278750887,-490.99995051765836,0
2014-07-02 02:30:00,3634,0,15610.294796693132,-11453.551120950493,-522.7436757426385,0
2014-07-02 03:00:00,2993,0,15597.402671519036,-12092.245174194979,-512.1574973240567,0
2014-07-02 03:30:00,2535,0,15583.589657852412,-12546.744067620226,-501.8455902321857,0
2014-07-02 04:00:00,2570,0,15568.796499335294,-12619.142577975816,-379.6539213594788,0
2014-07-02 04:30:00,2485,0,15552.983934375674,-12799.773465478718,-268.2104688969557,0
2014-07-02 05:00:00,2868,0,15536.133697518064,-12632.178174407858,-35.95552311020583,0
2014-07-02 05:30:00,4482,0,15518.241345081215,-11085.738674259643,49.49732917842812,0
2014-07-02 06:00:00,6788,0,15499.311464917639,-9083.89069630054,372.5792313829006,0
